date,strategy_nav,benchmark_nav
2022-01-04,0.9982376658009624,1.0110427002448725
2022-01-05,0.9742414784222918,0.99691138567654
2022-01-06,1.00782563791343,1.0057079722562707
2022-01-07,0.9787220277979882,0.9898539256380254
2022-01-10,1.0101632556845335,0.9986939238558602
2022-01-11,1.0051819885795386,0.9942115187872473
2022-01-12,1.0208413236634533,1.007831291873254
2022-01-13,0.9986079613037426,0.9989512439807318
2022-01-14,1.0098951408375805,0.994537587519833
2022-01-17,1.0217976660395138,1.010140320368195
2022-01-18,1.0088648155755695,0.9971226339437637
2022-01-19,1.0020797994929482,0.9979889954356956
2022-01-20,0.9731542011980004,0.9744106523323007
2022-01-21,0.9584074642600228,0.9630867026908659
2022-01-24,0.9570164734122482,0.9604275773350146
2022-01-25,0.9217242377308422,0.9216522258966988
2022-01-26,0.9239587925844172,0.9274960488131424
2022-01-27,0.892051863861141,0.8975208882573329
2022-01-28,0.896860007580303,0.9081807054169407
2022-02-07,0.9033390302266828,0.9207126495710571
2022-02-08,0.93669100906834,0.9334860047526214
2022-02-09,0.967958974948996,0.9470598175641963
2022-02-10,0.9627697513757447,0.9440420823922515
2022-02-11,0.9485359214606434,0.9251935228193902
2022-02-14,0.9723668026733834,0.9253362480649538
2022-02-15,0.9881763820326119,0.9302481292421088
2022-02-16,1.0030206537487385,0.9419388180478151
2022-02-17,0.9799271992213193,0.9397618761023134
2022-02-18,0.9889732754545731,0.9466632500786579
2022-02-21,1.0066276992989451,0.9595646294328762
2022-02-22,0.9931526556066405,0.9491904389120058
2022-02-23,0.9992420911936678,0.9649645956369471
2022-02-24,0.9619893353243656,0.9423992543945079
2022-02-25,0.9704813120085047,0.9519756402188857
2022-02-28,0.9784523881909154,0.9522668004065089
2022-03-01,0.99646734382322,0.9602897837813783
2022-03-02,1.0262817268519586,0.9644138222851137
2022-03-03,1.0226402677977176,0.9622125351127687
2022-03-04,1.027627871872982,0.9515037861506301
2022-03-07,1.0208673706916418,0.9371195714593842
2022-03-08,0.9910568817147495,0.907557986953467
2022-03-09,0.9996009028433904,0.8951749058365411
2022-03-10,1.0280651458221541,0.9108069861596595
2022-03-11,1.0561379472524817,0.9173093519448741
2022-03-14,1.0146821520622042,0.8927959418958215
2022-03-15,0.9681565501526745,0.8478988377299597
2022-03-16,1.0029622011361796,0.8737886295269224
2022-03-17,1.020343132034924,0.8903176817306855
2022-03-18,1.031342591597317,0.9021029384084555
2022-03-21,1.0560346280501098,0.9142893478551187
2022-03-22,1.0588212066704303,0.912637895034433
2022-03-23,1.0705368089324274,0.9154383128624233
2022-03-24,1.0679806415938242,0.905091681940448
2022-03-25,1.0548465896715022,0.9010355391946617
2022-03-28,1.0702902730355484,0.8971987256451457
2022-03-29,1.0729089521554875,0.8888673157353686
2022-03-30,1.0993425011593534,0.9030458726627344
2022-03-31,1.1102439750914639,0.9010945613816878
2022-04-01,1.096454939399665,0.8993082503480753
2022-04-06,1.121047518939614,0.9080313717270109
2022-04-07,1.0964033826641515,0.8874570891555752
2022-04-08,1.0703801661946761,0.881383585946017
2022-04-11,1.055261706791909,0.855654653415696
2022-04-12,1.0690509565312993,0.8702582799156204
2022-04-13,1.0491480267142663,0.8535788143956022
2022-04-14,1.0897748059472614,0.8610689805840912
2022-04-15,1.0603605673937075,0.8464859535203916
2022-04-18,1.0617989487434039,0.8525768866014731
2022-04-19,1.0969939031131088,0.855998857748466
2022-04-20,1.0793656719177624,0.8474109832238904
2022-04-21,1.0441574191434644,0.815924888196607
2022-04-22,1.021386183727459,0.8086131325033286
2022-04-25,0.9730813514676787,0.7481411632480559
2022-04-26,0.9471148007828726,0.7224777820042452
2022-04-27,0.9913843770340152,0.7440277136966241
2022-04-28,0.9620060056007455,0.7316802162991148
2022-04-29,1.0070186742178568,0.7638194732419544
2022-05-05,1.0230780828454855,0.7771300312970303
2022-05-06,1.0166905736064655,0.7692534151441849
2022-05-09,1.0385730851938124,0.7818213107444976
2022-05-10,1.0502262331462424,0.795169218367074
2022-05-11,1.0443260595892863,0.7980672801965935
2022-05-12,1.0732199903981836,0.8043248102815626
2022-05-13,1.080113444584242,0.8095540976171988
2022-05-16,1.0792880752811873,0.8113612114133082
2022-05-17,1.0719246777878693,0.8103400915715672
2022-05-18,1.088452850676863,0.8161939748065018
2022-05-19,1.111202896181186,0.8223052357042883
2022-05-20,1.100598829330412,0.8322267662575696
2022-05-23,1.099203986886779,0.843264045965387
2022-05-24,1.0436689987646237,0.8082725749384447
2022-05-25,1.063197905538351,0.8236803251478049
2022-05-26,1.0757542793531605,0.8271815151044764
2022-05-27,1.0929864422787692,0.8276312789633322
2022-05-30,1.0811286346258797,0.8357571019041328
2022-05-31,1.077031596088175,0.8457131126569908
2022-06-01,1.0961466801943842,0.8516470386384601
2022-06-02,1.0970090985812235,0.860630429371957
2022-06-06,1.113411573738782,0.8750655240697198
2022-06-07,1.111026397569338,0.8705041266590112
2022-06-08,1.1094896672031664,0.8686954241077786
2022-06-09,1.0803533361906053,0.8517348119591854
2022-06-10,1.1019518318619603,0.8661778500982485
2022-06-13,1.1226564440053453,0.8694094998484887
2022-06-14,1.1343348361818462,0.8700284259043243
2022-06-15,1.111229989681604,0.868979243667946
2022-06-16,1.1127172038195716,0.8760547324813921
2022-06-17,1.1198820590790406,0.8804832278431227
2022-06-20,1.128217962166968,0.8905728290255717
2022-06-21,1.1142659976278293,0.8870074892056239
2022-06-22,1.11370192689915,0.8761539578793004
2022-06-23,1.1188822134795462,0.8933447822808124
2022-06-24,1.1110198164516292,0.9030553766683788
2022-06-27,1.121355981782204,0.910705990277362
2022-06-28,1.1328002375932793,0.9237192464027983
2022-06-29,1.102272837474644,0.9042457104703792
2022-06-30,1.1079927852347802,0.9121059786974759
2022-07-01,1.1057150629879433,0.9107586403942555
2022-07-04,1.1041282885702148,0.9167641495547046
2022-07-05,1.0920252717075647,0.9093293945281101
2022-07-06,1.0984350563740461,0.9018977159695083
2022-07-07,1.1157595024881162,0.9080087526734718
2022-07-08,1.12055664766653,0.9098321773765773
2022-07-11,1.1224473458815294,0.9025325240828749
2022-07-12,1.0990257211975123,0.888384326864743
2022-07-13,1.126960083559949,0.8992801259962931
2022-07-14,1.134367967381449,0.9058041877900873
2022-07-15,1.109778861257876,0.890834594835413
2022-07-18,1.1536592210973573,0.9129251044473148
2022-07-19,1.1520660697844576,0.9223277188893597
2022-07-20,1.1553163196434557,0.9311266735004797
2022-07-21,1.1431946909283526,0.9284048799353621
2022-07-22,1.127739344845875,0.9264045390619008
2022-07-25,1.1057619776914935,0.9191885180635297
2022-07-26,1.115059727085466,0.9292667291381853
2022-07-27,1.1168385487884451,0.9377761379588776
2022-07-28,1.114132250127111,0.9456968353772949
2022-07-29,1.1058797853953748,0.9407850680928144
2022-08-01,1.1072036380810524,0.9464466679493879
2022-08-02,1.0898560849661514,0.910211282838202
2022-08-03,1.0724239641207507,0.9065564982586891
2022-08-04,1.0878674088062985,0.9193647460556609
2022-08-05,1.068838952272615,0.9310762359427561
2022-08-08,1.0908396504827116,0.9438986242521915
2022-08-09,1.0890775226353848,0.9475711655078536
2022-08-10,1.1015899741585673,0.9506332478535117
2022-08-11,1.0978032920421048,0.9629614959799194
2022-08-12,1.1049481597940192,0.9585892351869094
2022-08-15,1.1286730264511284,0.9630350169519935
2022-08-16,1.1594643951083996,0.9705230569182484
2022-08-17,1.1913368224082388,0.9732307731727087
2022-08-18,1.2104911484045495,0.9755401294653775
2022-08-19,1.1901280952298057,0.9631036737221178
2022-08-22,1.1769802562792706,0.96953978354475
2022-08-23,1.1893858270805968,0.9734634573614844
2022-08-24,1.1343041672052752,0.9441674646620078
2022-08-25,1.1115682273298992,0.9400938944949476
2022-08-26,1.084846527509617,0.9347302065990077
